%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardShim
%Generated by NeuroBIDS-Flow sample generator
 Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Timestamp, Marker
   190,      705,     -241,     -100,    -1011,     -402,      528,     -391,      612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.742188, 
   191,     1554,     -650,     -128,      471,     -190,     -349,      435,     1052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.746094, 
   192,       78,      -85,      530,     -591,      368,     -414,     -563,      186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.750000, 
   193,     -263,    -1121,      -98,     -461,    -1351,     -133,     -338,     -147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.753906, 
   194,     -728,     -598,    -1514,     -879,    -1036,     -382,      -33,      107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.757812, 
   195,    -1688,     -565,     -127,       -3,     -925,      201,    -1152,    -1831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.761719, 
   196,    -1490,     -548,     -388,    -1211,      -98,     -192,    -1423,     -836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.765625, 
   197,    -1446,     -619,     -722,    -1706,      302,    -1900,    -1240,     -597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.769531, 
   198,    -1995,    -1416,      212,    -1434,     -637,    -1005,     1351,    -1704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.773438, 
   199,    -1918,     -835,     -866,    -1026,    -3003,    -1716,    -1055,     -422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.777344, 
   200,    -2463,       39,     -530,     -544,    -1569,      158,    -1056,    -1704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.781250, 
   201,    -1233,    -2115,     -393,       94,     1637,    -1361,     -764,      105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.785156, 
   202,     -100,     -335,       34,     -209,     -448,     -418,    -2062,      -74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.789062, 
   203,     -579,    -1157,     -516,       25,    -2116,     -835,     -106,     -200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.792969, 
   204,     -366,      784,     -590,      338,     1435,    -1485,      -30,      602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.796875, 
   205,      576,      609,      714,      610,     -835,     -781,    -1471,      354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.800781, 
   206,     1410,      803,      894,      970,      661,      109,     1576,      727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.804688, 
   207,     2000,      -97,     1330,     2156,     -294,      856,      192,      729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.808594, 
   208,      742,      822,      924,     1182,     2123,     1001,     -354,       62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.812500, 
   209,      587,     1028,     -329,      968,     -174,     -116,      777,     1753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.816406, 
   210,      584,     -730,      971,      549,      468,     1071,       86,     1555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.820312, 
   211,     1291,      992,      917,     1102,     1598,     1531,     -302,      978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.824219, 
   212,      769,     1285,     1699,     1648,      502,     1218,      625,      717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.828125, 
   213,      698,     -148,     1511,      -16,     1127,      558,      635,     1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.832031, 
   214,      621,     1083,     1091,     1524,     1237,      712,     -337,     1192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.835938, 
   215,     -114,      585,     -873,      231,      637,      620,       85,     1443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.839844, 
   216,    -1239,     1252,     -228,      169,     -420,     1262,     -227,     -396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.843750, 
   217,     -336,     -164,     -131,      463,     -415,     1254,       60,      464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.847656, 
   218,      871,       12,     -335,     -459,     -363,      326,      558,     -493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.851562, 
   219,      627,      -90,     -207,      -11,       75,     -283,       44,    -1693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.855469, 
   220,      117,    -2397,      480,    -1286,       32,     -533,     -234,     -199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.859375, 
   221,    -1006,     -913,     -152,      -87,     -537,     -626,    -1575,      115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.863281, 
   222,    -1328,     -740,    -1414,     -666,     -326,     -660,     -473,     -276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.867188, 
   223,      217,    -2454,    -1428,     -874,    -1940,    -1218,    -1247,    -1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.871094, 
   224,    -1621,     -442,    -1511,     -710,     -694,      426,    -1689,     -628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.875000, 
   225,     -836,     -805,     -941,     -876,     -906,    -1394,       79,     -318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.878906, 
   226,      354,     -726,     -239,     -483,     -447,       89,    -1331,     -252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.882812, 
   227,     -566,     -165,       -2,     -788,     -144,    -2124,     -265,      379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.886719, 
   228,     -677,     -756,     -733,     -675,    -1186,     -665,     -512,      409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.890625, 
   229,      495,     -253,     -303,    -1469,     -356,     -510,     -660,     -370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.894531, 
   230,      -19,      512,     1055,      847,      827,       85,      974,      282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.898438, 
   231,      282,      188,     -845,     -629,      354,      -93,      -72,      164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.902344, 
   232,     1377,     -876,      788,     1444,      293,     1290,      135,      826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.906250, 
   233,    -1159,      583,      904,      386,     -268,      386,      138,     -355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.910156, 
   234,      945,      747,      505,     1521,     1068,       13,      852,     2326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.914062, 
   235,      303,     1421,      804,     1516,     -115,      169,      687,      588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.917969, 
   236,      742,      651,     1163,     1527,      761,      563,      335,      785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.921875, 
   237,      968,      236,      694,      923,      562,     1378,      148,     1141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.925781, 
   238,      396,      196,      422,       48,     1114,     1457,      649,       56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.929688, 
   239,      910,     1724,      278,      634,      354,      -50,      103,      595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.933594, 
   240,      876,      812,     1867,      406,      397,       81,     1518,      724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.937500, 
   241,      578,     1376,      146,      373,     -169,     -272,     -200,     1472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.941406, 
   242,      314,     1270,      374,     -584,       73,       48,      146,      192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.945312, 
   243,      -55,     -475,      550,     -169,      167,      668,     -376,     -453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.949219, 
   244,     -260,     -745,     -337,    -2156,     -428,      -80,     -741,    -1208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.953125, 
   245,     -348,     -487,     -377,     -603,     -611,      -32,     -155,      732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.957031, 
   246,    -1216,     -171,     -246,     -499,     -473,      -82,     -550,     -865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.960938, 
   247,      121,    -1671,    -1300,    -1255,      -59,    -1124,     -700,    -1028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.964844, 
   248,     -895,     -529,    -1865,    -1015,     -334,    -1694,     -794,    -2112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.968750, 
   249,    -1158,     -616,    -1378,     -778,    -1756,    -1282,    -2275,     -885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.972656, 
   250,     -622,    -1643,      271,     -208,     -373,     -336,     -865,    -1610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.976562, 
   251,     -912,    -1566,    -1221,     -127,       82,     -430,    -1237,     -141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.980469, 
   252,      102,     -433,     -644,     -526,     -258,     -678,    -1270,     -668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.984375, 
   253,       15,      806,    -1474,     -604,    -2204,       52,     1589,     -693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.988281, 
   254,     -340,     -600,      498,     -164,     -224,     -304,    -1490,    -1420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.992188, 
   255,      434,       25,     -398,     1011,      732,     -418,     -304,     -324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.996094, 
   256,      179,     -384,     -283,      358,     -279,    -1030,      -87,     -114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.000000, 
   257,     -535,      397,      149,      413,     2185,     1091,      241,      398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.003906, 
   258,     1038,       21,     2127,     1161,    -1022,      376,     -130,     -737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.007812, 
   259,     -658,      443,      913,      649,      715,      314,      926,      211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.011719, 
   260,    -1604,     2399,      650,      183,     1241,      687,      205,      681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.015625, 
   261,     1318,      921,    -1084,     1157,      965,     1855,     1284,     1487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.019531, 
   262,     1190,     -157,     1800,     1006,      995,     1558,     1277,      -69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.023438, 
   263,     1134,     1313,      415,      734,      183,      639,     1027,     2161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.027344, 
   264,     1750,     1575,      245,     1182,      431,     1133,     1101,     2009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.031250, 
   265,      688,     1158,      192,     -511,     1089,     1528,     2116,      387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.035156, 
   266,      295,      431,     1533,      187,     -868,      783,     1294,     2534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.039062, 
   267,      896,     -253,      333,     -227,      969,      442,      835,      815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.042969, 
   268,     -327,     -447,     -869,     -368,       75,    -1250,      786,      326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.046875, 
   269,     -226,     -194,     -203,     -170,      303,      769,      295,      524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.050781, 
   270,     -112,     -528,     -839,     -892,      286,     -971,      401,      128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.054688, 
   271,     -256,     -854,     -238,      645,     2023,    -1735,     -602,     -338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.058594, 
   272,     -872,      166,     -908,     -345,      289,    -1859,     1083,    -1384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.062500, 
   273,    -1108,     -161,    -1832,    -1312,    -1585,    -1353,     -444,    -1149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.066406, 
   274,    -1614,      -12,     -918,    -2030,      587,     -536,     1197,     -766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.070312, 
   275,    -1422,    -1423,     -932,    -1286,    -2715,     -115,      708,     -539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.074219, 
   276,      348,    -1490,    -1714,    -1094,    -1170,     -643,    -1146,     -164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.078125, 
   277,     -976,     -746,    -2113,    -1224,     -681,      366,     -625,    -1407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.082031, 
   278,     -549,     -397,     -486,     1030,     -893,     -946,     -471,     -956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.085938, 
   279,    -1514,     -465,     -701,    -1623,     -324,     -669,       20,    -1309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.089844, 
   280,     1400,      -87,     -464,     -285,     -433,    -1572,     -374,       56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.093750, 
   281,     -685,      956,      393,     -194,      754,     -493,      513,     -665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.097656, 
   282,     -676,      -34,    -1189,      -55,     -211,    -1258,    -1300,     -610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.101562, 
   283,      283,      865,      364,     -977,      246,     -576,     -354,       72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.105469, 
   284,      -81,      864,      961,      488,     1706,      940,       88,     -853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.109375, 
   285,      924,      743,      556,      800,     1328,     -453,      -94,      850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.113281, 
   286,     -214,     1311,     -149,     1276,      686,     -265,     -706,      462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.117188, 
   287,     1636,      358,      430,     1197,     1190,     -306,     1112,     2669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.121094, 
   288,     1525,      244,      591,     1712,     2151,     1415,     -206,      487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.125000, 
   289,      782,     1152,     -198,     -511,      -67,     1961,       55,      759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.128906, 
   290,     -333,     -322,     1026,      619,       47,      726,      943,     1604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.132812, 
   291,      100,      989,      648,     2326,      260,     1278,     1146,     1376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.136719, 
   292,      518,     -281,       44,     1187,      621,     -305,     -197,     1430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.140625, 
   293,     -534,     1296,      939,     -697,      927,     1103,     -679,      391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.144531, 
   294,     -640,     -203,     -287,      121,     -450,     -417,     -705,     -373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.148438, 
   295,      547,      819,      836,     -859,     -788,      291,      413,     1986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.152344, 
   296,     -261,     -507,     -546,     -655,    -1246,     -384,      289,      338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.156250, 
   297,     -470,     -723,    -1193,      788,    -1185,    -1840,     -408,      -52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.160156, 
   298,     -353,     -126,    -1328,      -64,    -1147,    -1301,     -570,      160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.164062, 
   299,     -929,     -622,     -758,    -1839,    -2271,     -704,    -1680,    -1401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.167969, 
   300,     -922,     -927,    -1600,    -1395,    -1259,    -2123,     -494,     -941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.171875, 
   301,     -586,    -1163,     -795,     -891,    -1596,     -693,     -238,    -1400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.175781, 
   302,     -305,    -1113,    -1117,    -1025,     -958,    -1798,     -563,     -607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.179688, 
   303,     -419,      828,    -1038,     -543,      385,     -391,     -400,    -1617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.183594, 
   304,      366,    -1738,     -641,    -1133,    -1683,    -1527,    -1048,     -170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.187500, 
   305,     -420,    -1244,      236,     -683,      243,     -139,      637,      278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.191406, 
   306,    -1138,      555,     -598,     -762,      884,      313,     -828,      390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.195312, 
   307,      712,      721,      106,     -264,      629,     -130,      310,       72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.199219, 
   308,       35,     -418,      498,      672,      430,      146,      859,       70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.203125, 
   309,     -109,     -769,     -405,      605,     1288,     1403,     1529,     -176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.207031, 
   310,     1066,     1441,      938,      117,     1012,       62,     1650,      555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.210938, 
   311,      983,       31,     1281,     1494,     1479,      375,     1844,      308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.214844, 
   312,      -21,      507,     1485,     1550,      916,     1266,      962,     -776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.218750, 
   313,     1338,      953,      144,      887,      177,     1172,     2752,      125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.222656, 
   314,     2145,      167,      190,      714,     1668,      724,     1890,     1091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.226562, 
   315,     1050,     1453,      796,     2015,     2584,       17,      831,     -215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.230469, 
   316,      556,      742,      653,     1807,      500,     1382,      728,     -286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.234375, 
   317,     -539,      -11,      593,     -436,      595,     -250,     1237,      254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.238281, 
   318,     1774,     -135,      158,     1199,      472,     1926,      181,    -1186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.242188, 
   319,     -156,     1061,      315,     1347,     -795,     -611,     -620,      619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.246094, 
   320,     -972,     -214,    -1741,      413,     -596,     -769,       21,      411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.250000, 
   321,     -169,      168,      197,     -557,      -39,      -14,    -1828,      470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.253906, 
   322,      230,     -452,      541,     -678,     -509,      -77,     -315,     -152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.257812, 
   323,      208,    -1798,     -992,      526,     -609,    -1274,     -352,     -987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.261719, 
   324,    -1210,     -257,     -623,     -198,     -741,      376,    -1142,    -1325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.265625, 
   325,     -917,     -130,      276,     -484,     -929,     -630,     -325,     -179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.269531, 
   326,     -892,      343,     -870,      672,    -1406,    -1059,     -601,      -78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.273438, 
   327,     -225,    -2156,     -675,    -1556,     -588,     -621,    -1874,    -1277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.277344, 
   328,     -417,    -2935,      420,     -876,     -595,       -3,    -1119,    -1297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.281250, 
   329,     -519,     -272,      665,     -574,    -1292,      378,    -1398,     -365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.285156, 
   330,       68,     -947,    -1257,     -687,     -267,     -416,    -1119,     -126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.289062, 
   331,    -1270,    -1316,     -632,    -1591,     -775,    -1211,       55,      563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.292969, 
   332,      135,      -74,      453,      527,      291,     -991,      -76,      544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.296875, 
   333,      221,     -229,      406,     -431,       43,     -877,     -743,      209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.300781, 
   334,      253,     -569,      760,     -229,      551,     -144,      125,     1110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.304688, 
   335,      316,      428,    -1274,      243,      602,      509,     -306,      310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.308594, 
   336,      742,     1033,     -658,      498,      615,      796,       79,      436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.312500, 
   337,      399,      899,     1979,      700,     1001,     1538,     1607,     1272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.316406, 
   338,     2694,      986,     1383,     1511,     1429,     -527,     2411,     1361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.320312, 
   339,     1806,     1192,     1132,     1679,      975,      887,     1974,     1348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.324219, 
   340,     1604,     -263,       37,      697,      941,     1180,      994,      491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.328125, 
   341,      440,      761,      517,      394,      558,    -1088,      908,      541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.332031, 
   342,       30,      833,     1055,      586,     -547,      977,     1398,     -242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.335938, 
   343,      366,      255,     -419,      -90,      531,     2341,      671,      760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.339844, 
   344,      391,     -241,     -158,      295,     -534,      834,     -498,     -439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.343750, 
   345,     -870,     -398,      353,     -533,     -277,      308,     1512,    -1587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.347656, 
   346,      204,     -314,      278,     1310,     -698,     -300,     -681,     -740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.351562, 
